Sample Name,DB,DOHH2,FARAGE,GRANTA519,HAIR_M,HBL1,HC_1,JEKO1,JVM2,KARPAS1718,KARPAS422,MAVER1,MEC1,MINO,OCILY1,OCILY18,OCILY19,OCILY7,OCILY8,RCK8,REC1,RIVA,SP49,SP53,SSK41,SUDHL10,SUDHL16,SUDHL2,SUDHL4,SUDHL6,TMD8,TOLEDO,U2932,UPN1,VL51,WSU_DLCL2
SOS1,2.721751817,2.404645128,2.307198734,2.411485857,2.145058578,2.171677675,1.90459814,2.808521695,2.272870652,2.68903514,2.638897693,2.343268743,1.989306358,2.309671173,2.356699977,2.360345422,2.506464107,2.286411635,2.48950328,1.59839065,2.322156938,2.830112248,2.370216233,2.513442892,2.341251364,2.265505178,3.173324999,2.76727395,2.690008544,2.530949374,2.990390912,1.397293155,2.244324526,2.458071275,1.987594928,2.482895379
SOS2,2.720658859,2.618421793,2.669660717,2.503541547,2.203836579,2.455645852,2.547512359,2.614807684,2.552309968,2.514668192,2.827543504,2.470806214,2.518254505,2.557088605,2.532354414,2.471962276,2.662465774,2.610187215,2.405612366,2.011369912,2.550373582,2.904868178,2.548088302,2.653643683,2.509347018,2.693286913,2.789548632,2.667788002,2.659296596,2.514182158,2.784590063,2.156342591,2.174480764,2.609245573,2.195937292,2.612376933
SOST,0.337624458,1.464454135,0.629430803,-0.016810957,0.697416113,1.64879893,0.969850381,0.936840172,0.578390809,0.153066256,0.361479503,0.238516159,2.152033655,0.496168676,0.70702818,1.027059709,0.851069527,1.287853677,0.558072176,0.984311679,1.282553521,0.716678798,0.825143264,0.833480874,1.030086377,1.864954173,-0.45885381,1.017537634,-0.11522037,0.462287886,1.248379587,0.648156541,1.123152805,0.764319906,0.193339311,1.530291719
SOX10,-0.546982123,0.894756562,0.910865242,-0.539689702,1.131785388,1.283974932,0.975179214,0.758216576,0.414534006,0.207423919,0.260021862,0.414607418,1.795984308,0.078633112,0.829873927,0.271516249,0.407372028,1.200436818,-0.419651429,1.148421641,0.979335639,0.636022866,0.278130839,0.594258028,1.03408912,1.024738946,-0.45885381,0.565239963,0.227202311,0.402702196,0.646319595,0.549025068,0.914269032,0.975173271,0.415188061,0.889773476
SOX15,0.839219482,1.469403413,0.79692189,0.460310298,0.948140991,0.817711604,1.234551631,1.070527582,0.449296113,0.589758854,1.165959692,0.414607418,1.782749934,1.10770456,1.073810207,0.87357624,1.52867648,1.33767114,0.509767496,1.014274903,1.343535927,1.141726438,1.111247582,1.207258005,1.083022452,1.361981114,0.416207454,0.632186753,1.161241434,1.041484994,1.347058622,0.526162185,1.175181805,0.739496322,0.936326144,1.043870441
SOX17,0.920379294,1.365673504,1.403303255,0.828287083,1.630016698,1.448929825,1.689754292,1.027647586,0.909384028,0.255728598,1.238946836,0.869734379,1.974242611,0.873174778,0.854347697,1.082974681,0.839331124,1.787571131,0.376228588,1.557751668,1.28473044,0.885346039,1.193957648,1.126778419,0.910476474,1.596498397,0.738426749,1.308226797,0.829262302,0.763317882,1.508791731,1.153860114,1.660399329,1.046866496,0.931061904,1.732567561
SOX2,0.666092702,1.0799912,0.545109917,-0.016810957,1.183492211,1.009597131,1.265485345,0.665099552,0.578390809,-0.119935016,0.838600758,0.238516159,1.847860381,0.326417595,2.136532008,0.65797644,0.629220778,1.677558072,0.233561084,1.723059889,1.07712213,0.854311805,0.836725137,0.983243194,2.278377592,1.091145904,0.518869796,1.017537634,1.718564005,0.71007237,0.895642768,2.445381672,1.37842531,1.010791131,0.597031649,1.049474319
SOX3,0.494410562,0.908400442,0.52931565,0.284219039,0.23365882,0.629385889,0.918697859,0.206461703,0.33535276,0.09091835,0.945056089,0.261997254,1.653514256,0.379663107,0.195144819,0.252211094,0.390981612,1.217695823,-0.021711421,NaN,1.021126942,0.343766795,1.089450453,0.975943955,0.576446218,1.290376966,0.300814035,1.121542464,-0.160977861,0.333621277,1.477261599,1.018658301,0.649961844,1.378279121,0.47964605,0.436133317
SOX7,1.160588053,1.195786557,1.218525817,0.828287083,1.368357394,1.501958352,1.299411465,1.217185569,0.636382756,1.284471035,1.006574127,NaN,1.864873497,0.598158215,0.624493292,0.563000927,3.415024992,1.48956759,1.277141656,1.389284951,2.244487113,0.843453877,1.56229291,0.877189801,1.072209583,1.113260218,0.457600139,1.489519249,1.354601646,0.533981111,1.176231603,0.764140435,1.560326615,1.188020777,0.849756965,1.30966806
SOX9,2.189148674,1.757952824,2.186087974,2.057639762,2.41886604,1.488438366,2.031247006,0.692537801,0.724518845,0.482124976,2.417748957,0.62669633,2.098788143,1.132007094,0.991024836,1.21298447,0.821106304,1.93108817,1.007672357,1.194482728,1.495583805,0.895216793,1.288350004,1.407852631,1.038055307,1.800997842,0.562335489,1.652784773,1.634515946,0.677403253,1.667086634,1.269714322,1.571718599,1.388430038,2.027123686,1.563919896
SP1,2.534845068,2.726993615,2.686447687,2.718787943,2.400169665,2.494235866,2.579220781,2.619971018,2.535107938,2.810058332,2.473329866,2.803642176,2.371001936,2.40164709,2.487677776,2.607888959,2.831830169,2.823266702,2.628012765,2.415018417,2.728071672,2.923641812,2.638868471,2.838964206,2.479821831,2.693934509,2.561611061,2.37748466,2.632890098,2.754714369,2.521262667,2.566486495,2.628179386,3.015552433,2.574514581,2.460575773
SPARC,0.862387347,1.949385913,1.497625607,1.501702983,2.010492029,1.598535445,2.231627077,0.834850633,0.937412752,-0.119935016,1.636406696,1.512160354,2.568370063,1.404022453,1.137152872,1.378135743,0.925398271,2.136365999,0.621741256,1.551794174,1.405304371,1.088841586,1.441632971,1.502852455,1.302013991,2.136644037,1.021871569,1.801609252,1.168080859,1.029585771,1.655961241,1.218031849,1.71623739,1.675625511,1.856726099,1.696455815
SPATA2,1.962668356,1.787916047,1.813955229,1.606438333,1.766297403,1.849493977,1.905842538,1.818583021,1.965271796,1.645360914,1.714465527,1.879218386,2.017951539,1.883767852,1.835502012,1.812335192,1.909495552,1.634401155,1.903600671,2.086857385,2.177937193,1.70925478,1.646107625,1.113576962,2.148645017,1.913918809,1.774776771,1.925707147,2.011560207,1.80217231,1.939749802,2.22301425,1.864948811,1.627973154,2.117963139,1.456232792
SPC25,2.412218322,2.191375081,2.199011241,2.577028704,2.086027897,2.009079805,2.162424717,2.667735071,2.089701096,2.000638916,2.611696137,2.157303461,2.346521313,2.050337048,2.601472058,1.845295679,2.317046896,2.607437056,2.057469825,2.349302738,2.463707387,2.302617246,2.670241304,2.515891427,2.529034755,2.553320327,2.451770595,1.907662644,2.457418927,2.798182767,2.353889771,2.738421794,1.732067643,2.383674153,2.345627655,1.910196147
SPDEF,-0.723073382,0.974707151,0.861379879,NaN,0.607239483,0.817711604,0.760335366,0.52085566,0.677775441,0.725163024,0.185388244,-0.539635092,1.752393862,-0.433250249,0.582089443,-0.312060337,0.494522204,0.949253195,NaN,0.683281684,1.110805243,0.803159282,0.830972808,0.182815549,0.677903859,0.66301111,0.943407573,0.880510398,0.475844237,0.561419359,0.74145335,NaN,-0.918239881,0.338351174,0.464406083,0.499802397
SPEF1,0.761226457,1.08299671,0.868803897,0.159280302,0.908269479,0.948640705,0.809553389,1.28789903,0.210414024,1.048857005,1.214264372,0.56302725,1.850481357,1.032875621,0.888651928,0.625791757,1.1221363,1.360588876,1.050170587,1.136100404,1.29967079,1.149946769,1.245946156,0.95327997,1.259113711,1.30448522,0.771595112,1.20869264,0.824298883,0.800642205,1.053033528,1.167475476,1.115183875,1.053115445,0.318278048,1.232926677
SPHK1,1.140249478,1.336602056,1.304777762,1.093778753,1.623629899,2.152388701,1.342398729,1.389731547,1.405390627,0.950102851,1.216796708,0.875338256,1.849958426,1.126057762,1.313244131,1.152826462,0.930250773,1.570504577,0.951416433,1.592968676,1.664941682,1.28428328,1.433032799,1.385504576,1.413303129,1.7341564,1.257149534,1.442227148,0.937858073,1.09393975,1.276269801,1.075231757,1.744517951,1.259169928,1.085433914,1.627201732
SPI1,3.130959241,2.57057389,2.434811707,2.321446273,2.293669485,2.213717113,1.918094252,2.555131571,2.202525511,2.449438894,2.92505946,2.506729986,2.701069356,2.836262695,3.083745481,3.071336086,2.983158369,2.745677047,2.792802532,2.30335397,2.990594152,2.158280747,2.721654586,2.504163204,2.453787248,2.926363078,3.229743965,3.217034687,3.024280905,2.79306576,3.099044573,3.116775108,2.361427064,2.656569145,2.917615181,2.720385903
SPINK1,0.638654454,1.899809225,1.527704166,0.746617037,1.414982606,1.437500363,1.975708519,0.493703414,1.189658802,0.630187511,1.618757991,0.927726326,2.36926444,1.419534619,0.8660861,1.329744162,0.700284133,1.914403872,0.124416615,1.805330301,1.463707387,0.803159282,1.213590119,1.248454222,0.865894341,2.027374464,0.77793529,1.826899267,0.428847674,0.595499148,1.690923345,1.371260225,1.782463837,1.523987751,0.272520557,1.497823831
SPINK5,0.934938015,1.910187665,2.189267045,1.233609045,2.18260499,1.778164764,2.25532434,1.002341721,1.470485412,1.110513906,1.98083375,1.110348452,2.659883043,1.547888533,1.311171122,1.571601099,0.980329638,2.436715283,1.071710264,2.316131339,1.836789974,1.405219274,1.746196709,1.717642936,1.566036531,2.368532723,0.629282279,2.2190954,1.137632661,0.774313266,2.048493215,1.811049991,2.043655593,2.043073507,1.382736037,2.073833665
SPOP,2.765900143,2.679024737,2.583247324,2.641868072,2.49610991,2.656677237,2.734201816,2.661116041,2.538929535,2.793613942,2.687217456,2.860902898,2.973888743,2.764305964,2.696032796,2.755196553,2.525991875,2.818838315,2.79960555,2.879124879,2.623684693,2.660072697,2.804162259,2.703815914,2.551030623,2.839912296,2.61951237,2.661802402,2.488789562,2.629453687,2.557422825,3.112079987,2.733716189,2.823493997,2.661981979,2.651255827
SPP1,0.629109136,1.563102818,1.695647072,0.834447392,1.18790133,1.508563719,1.886141825,2.438186087,1.113504011,1.830064527,1.335376701,0.664484891,2.394474735,2.158370789,1.195144819,2.934807385,3.141193216,2.180624512,0.841611439,1.69292333,1.135988789,0.815058506,1.162737421,1.260087805,0.941145294,2.114183267,0.765161002,2.856830789,0.819278081,0.677403253,3.507463706,1.288374234,1.826053103,1.528163691,0.535761992,1.505684579
SPRY1,0.850957886,2.108585043,2.011765738,1.473147522,2.098062015,1.997008003,2.154436668,1.336795472,1.532633318,1.998164296,1.726343053,1.980630038,2.470207397,1.205239008,2.673530922,2.25496603,2.307637982,2.278883838,2.148256753,1.885180206,1.616157737,1.493601491,1.908219554,1.672700049,1.600888675,2.120287296,0.790344548,1.851546702,0.960326591,1.335116268,1.912291946,2.293016981,2.061308494,2.027890227,0.862346092,1.80865773
SPRY2,0.337624458,1.277654565,0.689016493,2.010946248,2.408695966,1.544710332,2.7387898,1.203738845,2.204290939,1.765143368,0.780608811,1.911639506,2.501189719,1.986292475,0.894114823,0.72270177,0.944491212,1.217695823,1.272754805,1.174929192,1.195888049,1.640431985,1.859544061,1.456730164,0.894289713,1.547239879,-0.106671292,1.264209968,0.723628721,0.514675955,1.21380209,0.673963805,0.625828164,1.949169004,0.868506401,1.116421108
SPRY4,0.768288312,2.19854984,1.629430803,0.7961024,2.235235208,1.500291193,2.095191056,0.692537801,1.19867562,0.495488937,1.530271524,0.834502002,2.219353134,1.282753094,0.915304122,1.413579096,2.967677271,2.120080214,0.300507874,2.646201597,1.365717487,0.987219471,1.398391314,1.378278212,1.0419856,1.999870931,1.04288992,1.51462997,0.361900885,0.71007237,1.714278137,1.208380463,1.7482781,1.521884626,0.795399302,1.791856986
SQSTM1,2.412377317,2.848999071,3.181418671,2.98353634,2.988562875,3.213005632,2.854456962,2.650604126,3.144878807,2.601050728,2.660423503,3.107878278,2.942619895,2.953783452,2.758922452,2.842363637,2.773137252,2.434837803,2.549764483,3.307016066,2.688022585,2.821929107,2.977762122,2.911254771,2.765152727,2.807896528,3.173198357,3.129984911,2.521568319,2.51792101,2.948544471,2.902393779,3.166086114,2.467611284,2.865375563,2.740124682
SRA1,1.653503575,1.706246001,1.876103136,1.233609045,1.94277453,1.867790469,1.772328481,2.221402053,1.525684458,2.120926114,1.822001496,1.568704383,1.96550879,1.667120296,1.490711919,1.535100864,1.906447859,1.94504692,1.895794089,1.918913178,1.955903283,1.663497289,1.810824567,1.738482651,2.075481805,1.860567323,1.103439055,1.949653119,1.7261391,1.583030508,1.802460627,1.668077826,1.654631722,1.605957414,1.395645953,1.924535582
SRC,0.724084649,1.919015092,2.432405637,1.852420763,2.847020068,2.672242553,2.009778328,0.709911897,2.185692615,0.740402991,2.479992232,1.732979969,2.178116883,0.951461494,0.689994841,1.129896501,1.001314129,1.433295623,0.25704218,2.742821919,1.12982848,1.860169943,2.134312886,1.91266212,1.093572635,1.770899135,0.898127591,1.305602653,1.430086746,0.587226623,1.461273494,1.011038905,1.443487955,1.094508131,2.497254995,1.778555998
SREBF1,3.015469359,2.764799172,3.015194744,2.30664741,2.741146698,2.942227905,2.742606599,2.7638185,2.632237236,2.393282584,2.856676822,2.610199605,2.437114693,2.865930061,3.025292233,2.67649862,2.771471158,2.841213611,2.873102908,2.983424459,3.081859428,2.94080346,2.828883175,2.896968766,3.069390311,2.927734511,3.403068724,2.689526769,3.340096624,2.915527798,2.739025921,2.899968514,2.803158495,2.470942875,2.499978752,2.977778239
SRF,2.41158176,2.318699258,2.467538776,2.422995254,2.497617504,3.023487191,2.591052316,2.644212266,2.442053493,2.253666526,2.524342497,2.537490462,2.342668338,2.387279599,2.558051203,2.141258003,2.568850947,2.1662612,2.345830853,2.482059128,2.580737109,2.033962875,2.638688191,2.296758901,2.534103905,2.469733613,2.632813148,2.557204008,2.603281319,2.815853981,2.531657734,2.56670038,2.328750819,2.26148001,2.564407173,2.42006806
SRM,2.816817822,2.412289361,2.695208169,3.087300423,2.68053475,2.975011636,2.725537067,2.952657884,2.82531124,3.035704618,2.955273058,3.023489869,2.536293131,3.152013029,3.014894338,2.879809679,2.868603687,2.929886197,2.986973899,3.067902044,3.170374312,2.598653089,2.984401461,2.832252896,2.9826277,2.869998804,2.556715497,2.931911907,2.639510099,2.859291482,2.891882619,3.114236957,2.449116041,2.748784709,2.752926778,2.470402826
SRSF1,3.121248439,2.953925053,2.996896352,3.013383828,2.964734538,3.216744017,3.024869862,3.120540289,2.906653886,3.100696004,3.185225353,2.948021676,2.927129248,3.240737753,3.491974484,3.100931903,3.256267853,3.146118279,3.213210611,3.308131829,3.077472226,3.118838135,3.166738183,3.059580169,3.204888928,3.177904036,2.892217424,3.048969862,3.156806991,3.257311834,3.058351345,3.454017879,3.208929733,3.21821132,3.096139672,2.98803253
SRSF2,3.61792564,3.498430604,3.623437246,3.685972731,3.639408655,3.527562373,3.573302171,3.749326016,3.486446683,3.86849573,3.548941468,3.533166058,3.409706462,3.59829959,3.66913331,3.409736544,3.572858166,3.674022412,3.678983645,3.420506791,3.883022918,3.699608947,3.673947965,3.672426217,3.597787875,3.490574221,3.468259802,3.422833762,3.374485049,3.663986062,3.534017254,3.849018202,3.531253946,3.853267692,3.557777732,3.188586136
SSX1,0.958167855,2.157409578,2.073383694,1.438033903,1.675139719,2.072537075,2.23542517,0.951731727,1.727169684,0.521043042,1.771553426,0.891728672,2.823920445,1.715198154,0.899509855,1.638142195,0.775348813,2.150749033,0.650386437,1.872181483,1.459371633,1.242491976,1.819828921,1.73911805,1.23721187,2.474183805,0.863365485,1.991208696,0.282719639,0.634651272,2.085813407,1.479098545,2.095018785,1.509047401,0.749641812,2.145492556
STAB1,NaN,0.200382309,NaN,NaN,-0.108763861,-0.437560901,0.291814283,-0.219507029,NaN,NaN,NaN,NaN,1.33571405,-0.734280245,0.104968189,NaN,-1.023991736,-0.492703643,-0.176613381,-1.006914396,0.841032941,0.176275707,-0.442028464,NaN,NaN,NaN,NaN,NaN,-1.11522037,0.017351315,NaN,NaN,NaN,-0.189922603,-0.681721952,-0.240560293
STAG2,2.953711648,3.017738883,2.931863601,3.018618781,2.754082799,2.641016739,2.781441935,2.95026534,2.784213606,2.911927705,2.807018843,2.82013717,2.683159319,2.788815593,2.781169201,2.897052367,2.955784197,2.759582899,2.806561691,2.455333819,2.845234855,2.61662907,2.66382221,2.993295679,2.907126938,3.181893386,3.104923824,2.839628759,2.758565091,3.065293387,3.046522665,2.727337787,2.690286153,3.08293388,2.930584978,2.636955026
STAM,2.424911939,2.177383495,2.44430486,2.140645811,1.849321988,3.008043303,2.082554661,2.252029148,2.04036072,2.267009609,2.191586781,1.643159854,2.361116687,2.020832021,1.958104571,1.991855347,2.133465032,2.196605216,1.886237101,1.522002304,2.309831401,2.244898046,2.072187132,2.225038625,2.012859975,2.068186656,2.27031098,2.238875148,2.066908844,1.851681171,2.425798288,1.323448446,2.117989664,2.13998352,2.084690895,2.233291477
STAT1,2.376779838,3.512760124,3.045434622,2.942134975,3.5693355,2.704097869,3.501376604,2.753466792,3.516610227,2.789219694,2.954118817,3.715950957,2.916979958,2.499983879,2.468869313,2.616335516,2.510415163,2.380035184,2.343776564,2.292374938,2.131994542,2.479471765,2.462010504,2.690458409,2.488724226,2.496030657,3.649338996,2.49158241,2.295894049,2.517528959,2.47778453,1.752448508,2.626448142,2.541263104,3.404477658,2.392402875
STAT2,2.594676647,3.07177087,2.676820214,2.501571359,2.518601996,2.440194267,2.600943245,2.961907767,2.755225935,2.613262249,2.58484563,3.051726367,2.341826192,2.771818715,2.396200383,2.556877842,2.618175898,2.456686364,2.723675701,2.416822854,2.692800726,2.693316278,2.648758464,2.742344198,2.560736601,2.099491805,3.124713335,2.369152076,3.01262922,2.86839115,2.665054051,2.721837493,2.508759078,2.572943439,2.885716151,2.869271266
STAT3,2.186215142,2.578014427,2.692012787,1.985787024,2.606403497,2.794587806,2.632724755,1.973153331,2.920474947,2.076310275,2.077482847,2.559469791,2.944686261,2.48228149,2.081282889,2.496150636,2.403980977,2.467132433,2.321105894,3.064857183,2.347688274,2.186126368,2.736300873,2.381038414,2.442111136,2.551976454,2.503041664,3.42965215,2.20471807,2.137454976,3.368600863,2.401849008,2.53139277,2.298099023,2.732917194,2.322029932
STAT4,0.708290382,1.220481784,1.48711797,0.655286901,1.520645738,1.18568839,1.741700876,0.479462975,0.481480796,0.207423919,1.238946836,0.430401685,1.976594392,1.078633112,0.848357333,0.992573783,0.55579186,1.845752851,0.279318575,1.485845993,1.073605556,0.51402851,1.294368038,1.207258005,1.000983995,1.681711608,0.878605452,1.362276558,-0.212130383,0.603617039,1.315958998,0.656930465,1.506641756,1.294377236,0.247696973,1.229261723
STAT5A,2.154009874,1.931928665,2.256615866,1.642153886,3.016847511,1.958056672,2.225122886,0.894436323,2.701121448,1.224948264,2.383357612,1.850121468,1.853086611,1.602179489,0.603808693,1.240202186,1.764176635,1.007898707,0.631501093,2.711255009,1.601748541,1.307554622,1.076485476,1.134510869,2.26029869,2.00543379,0.444236177,2.263050302,1.389929608,0.362584973,1.910366025,0.815292958,1.845188113,1.42550135,2.817758929,1.254289729
STAT5B,3.35757114,2.682729247,2.642887651,2.206425316,2.513450162,2.383515712,2.682229837,2.443879759,2.709092079,2.1931409,2.97129616,2.509841363,2.546304286,2.60715428,2.190780014,2.506275547,2.942619251,2.460572694,2.74862502,2.922453433,2.50757692,2.691448007,2.484956715,2.545139261,2.683120132,2.804021663,2.615871229,2.698033119,3.223654279,2.323469853,2.589793921,2.725635685,2.823541816,2.648847804,2.779025589,3.0424581
